company_name,industry,company_size,website_visits,email_clicks,ad_impressions,ad_clicks,conversions,ad_click_through_rate,conversion_rate,qualified,lead_score,strategy
Martinez-Gordon,maximize 24/365 vortals,100,1498,100,9855,740,368,0.07508878741755454,0.4972972972972973,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Adams-Austin,expedite best-of-breed technologies,1000,4461,490,36272,1781,480,0.04910123511248346,0.26951151038742277,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"May, Crawford and West",exploit cutting-edge e-services,10,838,56,39988,188,219,0.0047014104231269385,1.1648936170212767,1,1.96111e-24,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Cox and Sons,innovate B2C experiences,100,7409,448,43160,643,71,0.01489805375347544,0.1104199066874028,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Friedman, Kelly and Cortez",evolve innovative methodologies,1000,4250,283,1011,583,111,0.5766567754698319,0.19039451114922812,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Romero, Smith and Brown",syndicate distributed portals,50,4835,487,45993,107,410,0.002326440980149153,3.8317757009345796,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Acosta, Lee and Oconnor",repurpose efficient e-business,50,3075,293,46726,692,337,0.014809741899584814,0.4869942196531792,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Perez-Warner,maximize cross-platform partnerships,10,5948,409,7558,587,384,0.0776660492193702,0.6541737649063032,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Parks, Atkins and Ballard",enhance one-to-one e-markets,1000,3939,362,37116,1201,279,0.032358012716887596,0.23230641132389676,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Little Group,transition bricks-and-clicks systems,1000,7659,333,19518,748,399,0.03832359872937801,0.5334224598930482,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Lewis Inc,matrix synergistic supply-chains,10,1343,441,11826,968,6,0.08185354304075765,0.006198347107438017,0,6.2022967e-32,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Lucas, Cox and Sanders",seize e-business platforms,50,8491,69,16317,1166,60,0.07145921431635717,0.051457975986277875,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Bennett PLC,reinvent killer models,500,7380,65,38773,861,478,0.022206174399711138,0.5551684088269454,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Wood, Robbins and Gonzalez",matrix end-to-end relationships,10,676,215,25732,1366,145,0.05308565210632675,0.1061493411420205,0,1.4407134e-16,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Stone, Parker and Lewis",unleash sticky architectures,10,5535,190,33547,1830,75,0.05455033236951143,0.040983606557377046,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Lee-Cobb,repurpose seamless e-tailers,10,1661,58,22307,73,198,0.003272515353924777,2.712328767123288,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Reynolds PLC,integrate compelling supply-chains,100,2002,251,28259,450,36,0.01592413036554726,0.08,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Gonzalez, Miller and Martin",scale ubiquitous schemas,500,1854,242,8081,1490,297,0.1843831209008786,0.19932885906040268,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Johnson Ltd,repurpose virtual infrastructures,500,260,60,39621,1287,396,0.03248277428636329,0.3076923076923077,1,2.9093886e-07,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Andrews, Gardner and Scott",expedite revolutionary networks,1000,8430,132,1762,538,292,0.30533484676503975,0.5427509293680297,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Barnes and Sons,extend cross-media info-mediaries,100,6900,146,19285,255,326,0.01322271195229453,1.2784313725490195,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Liu Inc,exploit cross-media e-business,50,6334,176,29383,1189,245,0.040465575332675356,0.2060555088309504,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Bowen-Taylor,aggregate scalable vortals,100,5527,470,31758,378,61,0.011902512752692235,0.16137566137566137,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Duncan, Robbins and Chang",transition compelling solutions,100,8799,34,16425,493,429,0.030015220700152206,0.8701825557809331,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Barrett, Harmon and Casey",whiteboard bricks-and-clicks schemas,500,7321,484,34969,1677,459,0.047956761703222855,0.2737030411449016,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Adams and Sons,strategize one-to-one partnerships,500,7286,295,13735,1312,437,0.0955223880597015,0.3330792682926829,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Adkins-Brown,expedite dynamic e-services,500,8215,95,38970,270,375,0.006928406466512702,1.3888888888888888,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Escobar Ltd,enhance enterprise models,50,2120,474,35111,1072,377,0.030531742189057562,0.3516791044776119,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Simmons and Sons,deliver one-to-one deliverables,1000,9408,234,2272,1157,489,0.5092429577464789,0.4226447709593777,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Hoover-Rogers,architect rich functionalities,1000,6209,311,39200,205,375,0.005229591836734694,1.829268292682927,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Phillips-Fields,optimize web-enabled info-mediaries,100,8212,256,10099,1235,430,0.12228933557777998,0.3481781376518219,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Martin LLC,morph strategic schemas,10,2118,255,5673,1060,399,0.18684999118632117,0.37641509433962267,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Wyatt, Mccann and Sloan",embrace customized metrics,100,3482,232,25409,1872,453,0.07367468219922074,0.2419871794871795,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Powers LLC,orchestrate bricks-and-clicks ROI,500,9295,180,40267,1683,244,0.041796011622420345,0.14497920380273321,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Johnson Inc,architect collaborative web services,100,4836,118,14862,922,162,0.06203741084645405,0.175704989154013,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"David, Pace and Perkins",whiteboard synergistic supply-chains,1000,8773,88,19457,1539,330,0.07909749704476537,0.21442495126705652,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Chavez-Lang,morph 24/365 channels,50,7392,231,39697,420,146,0.01058014459530947,0.3476190476190476,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Nelson, Miller and Bryan",incubate bleeding-edge initiatives,50,9907,272,17561,386,316,0.021980525027048572,0.8186528497409327,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Hamilton-Carey,facilitate dynamic functionalities,10,455,433,14123,1186,20,0.0839764922466898,0.016863406408094434,0,0.99999976,Aggressive multi-channel approach with personalized content.
"Wilson, Washington and Martin",brand magnetic niches,10,5558,249,12424,1171,418,0.09425305859626529,0.3569598633646456,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Ward-Roberts,enhance dot-com e-business,50,8294,262,39114,1607,237,0.04108503349184435,0.14747977598008713,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Calderon Inc,matrix bricks-and-clicks e-services,10,8054,241,31376,890,78,0.02836562978072412,0.08764044943820225,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Stevens, Thomas and Cohen",extend one-to-one e-tailers,50,5562,97,40731,1884,440,0.04625469544081903,0.23354564755838642,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Weaver-Bernard,mesh web-enabled initiatives,10,7802,384,26552,273,410,0.010281711358843025,1.5018315018315018,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Rogers-Wolf,exploit plug-and-play mindshare,1000,7975,272,9825,1561,261,0.15888040712468193,0.1672005124919923,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Wheeler-Rogers,optimize rich e-commerce,100,3351,300,46672,1142,81,0.02446863215632499,0.07092819614711034,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Miles, Fritz and Yang",benchmark killer ROI,1000,3887,158,21388,1701,12,0.07953057789414625,0.007054673721340388,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Faulkner, Fitzgerald and Bishop",orchestrate vertical infrastructures,100,2466,352,39845,641,370,0.01608733843644121,0.5772230889235569,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Alvarado-Matthews,cultivate clicks-and-mortar interfaces,10,5234,212,1372,1756,380,1.2798833819241981,0.2164009111617312,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Smith Group,optimize dot-com paradigms,500,7727,425,8498,1026,206,0.12073429042127559,0.20077972709551656,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Taylor and Sons,architect innovative paradigms,10,4205,351,39979,1245,290,0.031141349208334376,0.23293172690763053,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Rodriguez, Hoffman and Ramirez",enable bricks-and-clicks action-items,500,9787,53,31603,343,349,0.010853399993671487,1.0174927113702623,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Schwartz and Sons,disintermediate scalable synergies,50,5521,27,47193,475,446,0.010065052020426759,0.9389473684210526,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Sanders and Sons,implement web-enabled info-mediaries,1000,5482,44,2200,1374,360,0.6245454545454545,0.26200873362445415,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Thompson-Coffey,cultivate real-time e-services,100,7963,420,33323,616,310,0.018485730576478707,0.5032467532467533,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Medina PLC,synergize synergistic bandwidth,50,227,220,10295,852,239,0.08275862068965517,0.2805164319248826,1,0.99974984,Aggressive multi-channel approach with personalized content.
Hicks-Martinez,strategize sticky portals,100,5178,345,31668,1984,105,0.06264999368447645,0.052923387096774195,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Miles, Pitts and Ramirez",monetize viral markets,10,513,158,35461,252,258,0.007106398578720284,1.0238095238095237,1,6.1562376e-13,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Foster, Cohen and Lowe",redefine B2C web-readiness,500,9384,385,41911,499,389,0.011906182147884803,0.779559118236473,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Williams Inc,re-contextualize 24/365 portals,100,3170,60,6260,779,237,0.12444089456869009,0.3042362002567394,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Howard, Martinez and Scott",morph out-of-the-box channels,10,8863,425,45465,1092,368,0.02401847575057737,0.336996336996337,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Lee PLC,whiteboard holistic vortals,100,3709,147,22750,1703,199,0.07485714285714286,0.11685261303581915,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Smith-Murphy,enable global functionalities,1000,4734,232,9372,777,299,0.08290653008962869,0.38481338481338484,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Garcia, Lawson and Gonzalez",cultivate turn-key schemas,50,3015,388,1397,190,31,0.13600572655690765,0.1631578947368421,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Sanders-Le,seize efficient eyeballs,1000,6791,10,31766,1810,17,0.05697916010829188,0.009392265193370166,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Miller Inc,engage open-source e-services,100,7042,71,15105,1649,123,0.10916914928831513,0.07459066100667071,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Miller Group,cultivate global ROI,500,7668,163,14742,174,499,0.011803011803011803,2.867816091954023,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Carter and Sons,streamline integrated methodologies,500,8634,218,28916,1275,347,0.04409323557891825,0.27215686274509804,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Mendez, Herrera and Jordan",mesh global schemas,100,1893,444,32300,1127,173,0.03489164086687307,0.15350488021295475,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Hanna Inc,architect sticky niches,100,9078,189,30456,1109,197,0.03641318623588127,0.1776375112714157,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Scott-Stanley,harness viral technologies,10,7383,152,46551,1410,177,0.030289360056711994,0.125531914893617,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Evans, Sosa and Lynch",evolve viral experiences,100,8273,496,33805,995,277,0.029433515752107675,0.27839195979899495,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Cook, Miller and Andrade",strategize leading-edge supply-chains,100,9045,280,34824,1107,84,0.03178842177808408,0.07588075880758807,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
"Nguyen, Lewis and Zimmerman",facilitate granular content,500,6569,445,38837,1471,107,0.03787625202770554,0.07273963290278722,0,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Morgan and Sons,synergize extensible infrastructures,100,4670,100,7129,1436,439,0.20143077570486745,0.30571030640668523,1,0.0,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
Conley Ltd,engage e-business infrastructures,1000,888,174,47296,1458,337,0.030827131258457374,0.23113854595336078,0,1.3671974e-23,Low-intensity nurturing. Automated follow-ups and occasional check-ins.
